NOME,PLATAFORMA,GENERO,VENDAS(AN),VENDAS(EU),VENDAS(JP),VENDAS(Outros),VENDAS(GLOBAL),soma_total
Classic NES Series: Metroid,GBA,Adventure,0.26,0.1,0.07,0.01,0.43,0.17
Nicktoons: Attack of the Toybots,Wii,Platform,0.4,0.0,0.0,0.03,0.43,0.0
Primal,PS2,Action,0.21,0.17,0.0,0.06,0.43,0.17
Need for Speed: Shift 2 Unleashed,X360,Racing,0.18,0.21,0.0,0.04,0.43,0.21
Yu-Gi-Oh! 5D's Tag Force 4,PSP,Strategy,0.19,0.07,0.12,0.05,0.43,0.19
Ninja Gaiden 3,PS3,Action,0.19,0.09,0.11,0.05,0.43,0.2
Band Hero,DS,Misc,0.2,0.19,0.0,0.04,0.43,0.19
Need for Speed Underground 2,GBA,Racing,0.31,0.12,0.0,0.01,0.43,0.12
Madden NFL 2002,N64,Sports,0.41,0.02,0.0,0.0,0.43,0.02
007: Quantum of Solace,PS2,Action,0.17,0.0,0.0,0.26,0.43,0.0
Master of Illusion,DS,Puzzle,0.16,0.0,0.26,0.01,0.43,0.26
Spec Ops: Covert Assault,PS,Shooter,0.24,0.16,0.0,0.03,0.43,0.16
SSX Tricky,XB,Sports,0.32,0.09,0.0,0.02,0.43,0.09
Flight Control Rocket,GBA,Simulation,0.31,0.12,0.0,0.01,0.43,0.12
Tetris Axis,3DS,Puzzle,0.2,0.13,0.06,0.03,0.43,0.19
Borderlands: The Handsome Collection,XOne,Shooter,0.26,0.13,0.0,0.04,0.43,0.13
Sleeping Dogs,PS4,Action,0.16,0.2,0.0,0.07,0.43,0.2
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,Action,0.36,0.01,0.0,0.06,0.43,0.01
NiGHTS into dreams...,SAT,Platform,0.0,0.0,0.43,0.0,0.43,0.43
Star Wars The Clone Wars: Republic Heroes,PS3,Action,0.19,0.18,0.0,0.07,0.43,0.18
NCAA Football 2004,XB,Sports,0.4,0.02,0.0,0.02,0.43,0.02
Bionicle,PS2,Action,0.21,0.17,0.0,0.06,0.43,0.17
Hyrule Warriors,3DS,Action,0.17,0.13,0.11,0.03,0.43,0.24
DanceStar Party,PS3,Misc,0.0,0.34,0.0,0.1,0.43,0.34
Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,Fighting,0.15,0.14,0.09,0.06,0.43,0.23
Naughty Bear,PS3,Action,0.18,0.18,0.0,0.07,0.43,0.18
MLB 2002,PS,Sports,0.24,0.16,0.0,0.03,0.43,0.16
Deadpool,X360,Action,0.26,0.13,0.0,0.04,0.43,0.13
Lego Batman 3: Beyond Gotham,XOne,Action,0.23,0.17,0.0,0.04,0.43,0.17
MLB 14: The Show,PS3,Sports,0.35,0.0,0.0,0.08,0.43,0.0
Devil May Cry HD Collection,X360,Action,0.28,0.11,0.01,0.03,0.43,0.12
Hyperdimension Neptunia,PS3,Role-Playing,0.22,0.09,0.07,0.04,0.43,0.16
TimeSplitters,PS2,Shooter,0.21,0.17,0.0,0.06,0.43,0.17
Barnstorming,2600,Action,0.4,0.02,0.0,0.0,0.43,0.02
InuYasha: The Secret of the Cursed Mask,PS2,Role-Playing,0.21,0.17,0.0,0.06,0.43,0.17
The Powerpuff Girls: Him and Seek,GBA,Platform,0.31,0.11,0.0,0.01,0.43,0.11
Mega Man Zero 2,GBA,Platform,0.18,0.07,0.17,0.01,0.43,0.24000000000000002
My Spanish Coach,DS,Misc,0.4,0.0,0.0,0.03,0.43,0.0
Wonder Project J: Kikai no Shonen Pino,SNES,Simulation,0.0,0.0,0.43,0.0,0.43,0.43
Payday 2,PS3,Shooter,0.22,0.14,0.0,0.08,0.43,0.14
WWE 2K16,X360,Sports,0.27,0.12,0.0,0.04,0.43,0.12
Dragon Ball Z: Shin Budokai - Another Road,PSP,Fighting,0.19,0.09,0.08,0.07,0.43,0.16999999999999998
The Fairly Odd Parents: Game Boy Advance Video Volume 1,GBA,Misc,0.31,0.11,0.0,0.01,0.43,0.11
Mass Effect Trilogy,PS3,Action,0.37,0.0,0.0,0.06,0.43,0.0
Ghostbusters: The Video Game,PS2,Action,0.15,0.04,0.0,0.24,0.43,0.04
Hunter: The Reckoning  Wayward,PS2,Action,0.21,0.16,0.0,0.06,0.43,0.16
Mischief Makers,N64,Platform,0.25,0.06,0.07,0.06,0.43,0.13
WipEout 64,N64,Racing,0.28,0.14,0.0,0.01,0.43,0.14
EyeToy: AntiGrav,PS2,Sports,0.36,0.01,0.0,0.06,0.43,0.01
Dora the Explorer: Dora Puppy,DS,Misc,0.39,0.01,0.0,0.03,0.43,0.01
EverQuest Online Adventures,PS2,Role-Playing,0.21,0.16,0.0,0.05,0.43,0.16
OkamiDen,DS,Adventure,0.21,0.06,0.13,0.02,0.43,0.19
Cool Boarders,PS,Sports,0.1,0.07,0.24,0.03,0.43,0.31
Hometown Story,3DS,Role-Playing,0.23,0.12,0.04,0.04,0.43,0.16
Just Dance 4,PS3,Misc,0.26,0.11,0.0,0.06,0.43,0.11
Mobile Suit Gundam: Zeonic Front,PS2,Simulation,0.09,0.07,0.25,0.02,0.43,0.32
Monopoly,PS2,Misc,0.21,0.16,0.0,0.05,0.43,0.16
TouchMaster 3,DS,Puzzle,0.29,0.11,0.0,0.04,0.43,0.11
Dawn of Mana,PS2,Role-Playing,0.07,0.05,0.29,0.02,0.43,0.33999999999999997
Castlevania: Dawn of Sorrow,DS,Platform,0.34,0.03,0.03,0.03,0.43,0.06
Max Payne 3,PC,Shooter,0.16,0.22,0.0,0.05,0.43,0.22
Barbie: Groom and Glam Pups,DS,Action,0.25,0.14,0.0,0.04,0.43,0.14
Tales of the World: Radiant Mythology,PSP,Role-Playing,0.17,0.01,0.23,0.02,0.43,0.24000000000000002
Petz Bunnyz,DS,Simulation,0.39,0.01,0.0,0.03,0.43,0.01
Alpha Protocol,PS3,Role-Playing,0.19,0.17,0.0,0.07,0.43,0.17
Wolfenstein: The Old Blood,PS4,Action,0.1,0.25,0.02,0.06,0.43,0.27
Deer Drive,DS,Sports,0.4,0.0,0.0,0.02,0.43,0.0
Petz: Horsez 2,DS,Simulation,0.39,0.0,0.0,0.03,0.43,0.0
Rayman Legends,X360,Platform,0.19,0.2,0.0,0.04,0.43,0.2
Madden NFL 2003,GC,Sports,0.33,0.09,0.0,0.01,0.43,0.09
Backyard Baseball,GBA,Sports,0.31,0.11,0.0,0.01,0.43,0.11
Midway Arcade Treasures,XB,Misc,0.33,0.08,0.0,0.01,0.43,0.08
Disney Sing It,X360,Misc,0.39,0.01,0.0,0.03,0.43,0.01
Remington Great American Bird Hunt,Wii,Sports,0.4,0.0,0.0,0.03,0.43,0.0
Microsoft Flight Simulator X,PC,Simulation,0.02,0.36,0.0,0.05,0.43,0.36
Bakugan: Battle Brawlers,PS2,Action,0.21,0.16,0.0,0.05,0.43,0.16
NHL FaceOff 99,PS,Sports,0.24,0.16,0.0,0.03,0.43,0.16
SEGA Classics Collection,PS2,Misc,0.21,0.16,0.0,0.05,0.43,0.16
Crash: Mind Over Mutant,Wii,Platform,0.35,0.05,0.0,0.03,0.43,0.05
Naruto: Ninja Council 3,DS,Action,0.39,0.0,0.0,0.03,0.42,0.0
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,Strategy,0.0,0.0,0.42,0.0,0.42,0.42
Neon Genesis Evangelion 2nd Impression,SAT,Role-Playing,0.0,0.0,0.42,0.0,0.42,0.42
NBA Street,GC,Sports,0.33,0.09,0.0,0.01,0.42,0.09
Def Jam Icon,PS3,Action,0.16,0.19,0.0,0.08,0.42,0.19
2014 FIFA World Cup Brazil,X360,Sports,0.15,0.25,0.0,0.03,0.42,0.25
The Legend of Spyro: The Eternal Night,PS2,Platform,0.21,0.16,0.0,0.05,0.42,0.16
Atelier Totori: The Adventurer of Arland,PS3,Role-Playing,0.12,0.06,0.21,0.03,0.42,0.27
Mega Man Battle Network,GBA,Role-Playing,0.14,0.05,0.22,0.01,0.42,0.27
Juiced: Eliminator,PSP,Racing,0.11,0.2,0.0,0.12,0.42,0.2
25 to Life,PS2,Shooter,0.35,0.01,0.0,0.06,0.42,0.01
NHL 2K6,PS2,Sports,0.21,0.16,0.0,0.05,0.42,0.16
Medal of Honor: Rising Sun,GC,Shooter,0.33,0.09,0.0,0.01,0.42,0.09
The Sims,XB,Simulation,0.31,0.1,0.0,0.01,0.42,0.1
Dog's Life,PS2,Adventure,0.21,0.16,0.0,0.05,0.42,0.16
The X Files,PS,Adventure,0.24,0.16,0.0,0.03,0.42,0.16
Super Wagyan Land,SNES,Action,0.0,0.0,0.42,0.0,0.42,0.42
Rascal,PS,Action,0.24,0.16,0.0,0.03,0.42,0.16
"Barbie: Jet, Set & Style!",DS,Misc,0.34,0.05,0.0,0.03,0.42,0.05
Tony Hawk's American Wasteland,GC,Sports,0.33,0.08,0.0,0.01,0.42,0.08
Command & Conquer 3: Tiberium Wars,X360,Strategy,0.35,0.04,0.0,0.03,0.42,0.04
Sin and Punishment: Star Successor,Wii,Shooter,0.19,0.14,0.06,0.03,0.42,0.2
Crash: Mind Over Mutant,PSP,Platform,0.11,0.2,0.0,0.11,0.42,0.2
Ben 10 Alien Force: Vilgax Attacks,DS,Action,0.22,0.16,0.0,0.04,0.42,0.16
Famicom Mini: Super Mario Bros. 2,GBA,Platform,0.0,0.0,0.41,0.01,0.42,0.41
Colony Wars,PS,Simulation,0.24,0.16,0.0,0.03,0.42,0.16
All-Star Baseball 2004,PS2,Sports,0.21,0.16,0.0,0.05,0.42,0.16
Big Strike Bowling,PS,Sports,0.23,0.16,0.0,0.03,0.42,0.16
Skylanders: SuperChargers,X360,Action,0.25,0.13,0.0,0.04,0.42,0.13
Ben 10 Alien Force: Vilgax Attacks,PSP,Action,0.13,0.19,0.0,0.11,0.42,0.19
NASCAR Thunder 2002,PS,Racing,0.23,0.16,0.0,0.03,0.42,0.16
Batman: Arkham Origins Blackgate,PSV,Action,0.16,0.17,0.0,0.1,0.42,0.17
Zone of the Enders HD Collection,PS3,Simulation,0.21,0.07,0.09,0.05,0.42,0.16
Grandia,SAT,Role-Playing,0.0,0.0,0.42,0.0,0.42,0.42
2010 FIFA World Cup South Africa,Wii,Sports,0.23,0.15,0.01,0.04,0.42,0.16
ESPN NHL 2K5,XB,Sports,0.32,0.09,0.0,0.02,0.42,0.09
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,Misc,0.3,0.11,0.0,0.01,0.42,0.11
Hot Wheels World Race,PS2,Racing,0.21,0.16,0.0,0.05,0.42,0.16
Avatar: The Last Airbender - The Burning Earth,PS2,Action,0.21,0.16,0.0,0.05,0.42,0.16
Superman: Shadow of Apokolips,PS2,Action,0.21,0.16,0.0,0.05,0.42,0.16
Trials Fusion,PS4,Racing,0.13,0.22,0.01,0.07,0.42,0.23
American Chopper,PS2,Racing,0.35,0.01,0.0,0.06,0.42,0.01
NASCAR Kart Racing,Wii,Racing,0.39,0.0,0.0,0.03,0.42,0.0
Star Wars Trilogy: Apprentice of the Force,GBA,Action,0.3,0.11,0.0,0.01,0.42,0.11
Guitar Hero: Smash Hits,X360,Misc,0.23,0.15,0.0,0.04,0.42,0.15
Lemony Snicket's A Series of Unfortunate Events,GBA,Platform,0.3,0.11,0.0,0.01,0.42,0.11
JGTC: All-Japan Grand Touring Car Championship,PS,Racing,0.23,0.16,0.0,0.03,0.42,0.16
Virtua Tennis 4: World Tour,PSV,Sports,0.04,0.28,0.01,0.09,0.42,0.29000000000000004
Arc the Lad III,PS,Role-Playing,0.0,0.0,0.39,0.03,0.42,0.39
Just Dance: Summer Party,Wii,Misc,0.4,0.0,0.0,0.02,0.42,0.0
SpongeBob's Truth or Square (US sales),DS,Action,0.42,0.0,0.0,0.0,0.42,0.0
Mobile Suit Gundam: Gundam vs. Gundam,PSP,Fighting,0.0,0.0,0.42,0.0,0.42,0.42
Test Drive,XB,Racing,0.35,0.05,0.0,0.02,0.42,0.05
Jikkyou Powerful Pro Yakyuu 11,PS2,Sports,0.0,0.0,0.42,0.0,0.42,0.42
Petz: Horsez 2,Wii,Simulation,0.39,0.0,0.0,0.03,0.42,0.0
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,Action,0.21,0.16,0.0,0.05,0.42,0.16
Pirates of the Caribbean: At World's End,PSP,Action,0.15,0.17,0.0,0.1,0.42,0.17
Dr. Mario 64,N64,Puzzle,0.34,0.07,0.0,0.0,0.42,0.07
Jikkyou Powerful Pro Yakyuu 6,N64,Sports,0.0,0.0,0.39,0.03,0.42,0.39
Army Men: Sarge's Heroes 2,N64,Shooter,0.34,0.07,0.0,0.0,0.42,0.07
Rush 2: Extreme Racing USA,N64,Racing,0.35,0.06,0.0,0.0,0.42,0.06
NFL Blitz 2001,N64,Sports,0.34,0.07,0.0,0.0,0.42,0.07
James Bond 007: Everything or Nothing,GC,Shooter,0.32,0.08,0.0,0.01,0.42,0.08
NBA Live 06,PSP,Sports,0.39,0.0,0.0,0.03,0.42,0.0
MLB 08: The Show,PS2,Sports,0.35,0.01,0.0,0.06,0.42,0.01
Horsez,DS,Simulation,0.38,0.01,0.0,0.03,0.42,0.01
Dance Dance Revolution Ultramix 2,XB,Simulation,0.32,0.09,0.0,0.02,0.42,0.09
Mega Man Anniversary Collection,GC,Platform,0.32,0.08,0.0,0.01,0.42,0.08
Crash: Mind Over Mutant,DS,Platform,0.38,0.0,0.0,0.03,0.42,0.0
Super Famista 4,SNES,Sports,0.0,0.0,0.42,0.0,0.42,0.42
The Fairly Odd Parents: Game Boy Advance Video Volume 2,GBA,Misc,0.3,0.11,0.0,0.01,0.42,0.11
How to Train Your Dragon,Wii,Action,0.23,0.15,0.0,0.04,0.42,0.15
Cabela's Legendary Adventures,PS2,Sports,0.21,0.16,0.0,0.05,0.42,0.16
Story of Seasons,3DS,Simulation,0.0,0.14,0.27,0.01,0.42,0.41000000000000003
Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,DS,Misc,0.0,0.0,0.42,0.0,0.42,0.42
Harry Potter and the Goblet of Fire,GC,Action,0.32,0.08,0.0,0.01,0.42,0.08
Thrillville: Off the Rails,PS2,Strategy,0.2,0.16,0.0,0.05,0.42,0.16
Metro: Last Light,PS3,Action,0.14,0.18,0.03,0.07,0.42,0.21
NBA 2K11,PSP,Action,0.39,0.0,0.0,0.03,0.42,0.0
Mega Man X6,PS,Action,0.14,0.1,0.16,0.03,0.42,0.26
BloodRayne,PS2,Shooter,0.2,0.16,0.0,0.05,0.42,0.16
Kumamon Bomber: Puzzle de Kumamon Taisou,GC,Puzzle,0.32,0.08,0.0,0.01,0.42,0.08
Castlevania: Curse of Darkness,PS2,Action,0.18,0.14,0.05,0.05,0.42,0.19
NBA 2K13,Wii,Sports,0.36,0.03,0.0,0.03,0.42,0.03
International Superstar Soccer Pro '98,PS,Sports,0.02,0.02,0.35,0.03,0.42,0.37
LEGO Rock Band,PS3,Misc,0.24,0.12,0.0,0.06,0.42,0.12
Jimmy Neutron: Boy Genius,GBA,Platform,0.3,0.11,0.0,0.01,0.42,0.11
Black,XB,Shooter,0.31,0.09,0.0,0.01,0.42,0.09
Double Pack: Finding Nemo / The Incredibles,XB,Action,0.31,0.09,0.0,0.01,0.42,0.09
Spec Ops: The Line,X360,Shooter,0.21,0.17,0.0,0.04,0.42,0.17
NHL Slapshot,Wii,Sports,0.39,0.0,0.0,0.02,0.42,0.0
Paper Mario: Color Splash,WiiU,Role-Playing,0.2,0.14,0.05,0.03,0.42,0.19
Valkyrie Profile: Covenant of the Plume,DS,Role-Playing,0.22,0.02,0.16,0.02,0.42,0.18
Vanquish,X360,Shooter,0.19,0.16,0.03,0.04,0.42,0.19
Solitaire Overload,DS,Misc,0.39,0.0,0.0,0.03,0.42,0.0
TRON: Evolution,PS3,Action,0.27,0.09,0.0,0.05,0.42,0.09
Lord of the Rings: The Third Age,XB,Role-Playing,0.31,0.09,0.0,0.01,0.42,0.09
Pirates of the Caribbean: At World's End,PS2,Action,0.2,0.16,0.0,0.05,0.42,0.16
Mega Man Legends 2,PS,Adventure,0.17,0.12,0.1,0.03,0.42,0.22
X-Men vs. Street Fighter,PS,Fighting,0.16,0.11,0.12,0.03,0.42,0.22999999999999998
Blazing Angels: Squadrons of WWII,X360,Simulation,0.36,0.02,0.0,0.03,0.42,0.02
Zack & Wiki: Quest for Barbaros' Treasure,Wii,Adventure,0.18,0.16,0.03,0.04,0.42,0.19
High Rollers Casino,PS2,Misc,0.2,0.16,0.0,0.05,0.42,0.16
TERA,PC,Role-Playing,0.25,0.12,0.0,0.05,0.42,0.12
Attack on Titan: Humanity in Chains,3DS,Action,0.0,0.0,0.42,0.0,0.42,0.42
The Suffering,PS2,Action,0.2,0.16,0.0,0.05,0.42,0.16
Cyber Troopers Virtual-On,SAT,Fighting,0.0,0.0,0.42,0.0,0.42,0.42
Star Wars Starfighter: Special Edition,XB,Simulation,0.3,0.1,0.0,0.02,0.42,0.1
Animal Crossing: Amiibo Festival,WiiU,Misc,0.19,0.11,0.09,0.03,0.41,0.2
NBA Jam,PS2,Sports,0.2,0.16,0.0,0.05,0.41,0.16
Zone of the Enders: The 2nd Runner,PS2,Simulation,0.15,0.12,0.11,0.04,0.41,0.22999999999999998
Just Dance 2014,PS4,Misc,0.19,0.16,0.0,0.07,0.41,0.16
Jampack Spring 2004 (RP-T),PS2,Misc,0.2,0.16,0.0,0.05,0.41,0.16
Dexter's Laboratory Deesaster Strikes,GBA,Adventure,0.3,0.11,0.0,0.01,0.41,0.11
NFL GameDay 2004,PS2,Sports,0.2,0.16,0.0,0.05,0.41,0.16
Condemned: Criminal Origins,X360,Action,0.36,0.02,0.0,0.03,0.41,0.02
Scooby-Doo and the Cyber Chase,GBA,Adventure,0.3,0.11,0.0,0.01,0.41,0.11
Wheel of Fortune,DS,Misc,0.39,0.0,0.0,0.03,0.41,0.0
Tomb Raider: The Last Revelation,PC,Action,0.41,0.0,0.0,0.0,0.41,0.0
pro evolution soccer 2011,PS2,Sports,0.04,0.21,0.05,0.11,0.41,0.26
Sega Rally Championship 2,DC,Racing,0.0,0.0,0.41,0.0,0.41,0.41
Quake II,PS,Shooter,0.23,0.16,0.0,0.03,0.41,0.16
Crash of the Titans,PS2,Action,0.34,0.01,0.0,0.06,0.41,0.01
EA Sports UFC 2,XOne,Sports,0.24,0.14,0.0,0.04,0.41,0.14
MLB 10: The Show,PS2,Sports,0.2,0.16,0.0,0.05,0.41,0.16
Wheel of Fortune: 2nd Edition,PS,Misc,0.23,0.16,0.0,0.03,0.41,0.16
Tom Clancy's Rainbow Six: Lockdown,XB,Shooter,0.26,0.13,0.0,0.02,0.41,0.13
Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,PSP,Fighting,0.0,0.0,0.41,0.0,0.41,0.41
TimeShift,X360,Shooter,0.36,0.02,0.0,0.03,0.41,0.02
Cool Boarders 2001,PS,Sports,0.23,0.16,0.0,0.03,0.41,0.16
Grudge Warriors,PS,Action,0.23,0.16,0.0,0.03,0.41,0.16
Farming Simulator 17,PS4,Simulation,0.05,0.31,0.0,0.06,0.41,0.31
World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,PS,Sports,0.0,0.0,0.39,0.03,0.41,0.39
Castlevania: The Dracula X Chronicles,PSP,Platform,0.22,0.09,0.04,0.07,0.41,0.13
Mobile Suit Gundam,SAT,Action,0.0,0.0,0.41,0.0,0.41,0.41
Tom Clancy's HAWX 2,PS3,Action,0.21,0.12,0.03,0.05,0.41,0.15
Battlefield: Hardline,PS3,Shooter,0.13,0.15,0.07,0.06,0.41,0.22
Jimmy Neutron: Boy Genius,PS2,Platform,0.2,0.16,0.0,0.05,0.41,0.16
Itadaki Street DS,DS,Misc,0.0,0.0,0.41,0.0,0.41,0.41
X-Men: The Official Game,PS2,Action,0.2,0.16,0.0,0.05,0.41,0.16
Terraria,PS3,Action,0.07,0.2,0.09,0.05,0.41,0.29000000000000004
LEGO Dimensions,XOne,Action,0.22,0.15,0.0,0.04,0.41,0.15
Football Manager Handheld 2011,PSP,Sports,0.0,0.27,0.0,0.14,0.41,0.27
300: March to Glory,PSP,Action,0.27,0.08,0.0,0.07,0.41,0.08
Marvel Super Hero Squad,DS,Fighting,0.36,0.02,0.0,0.03,0.41,0.02
Call of Duty: Modern Warfare: Mobilized,DS,Shooter,0.36,0.02,0.0,0.03,0.41,0.02
NHL 15,XOne,Sports,0.31,0.06,0.0,0.04,0.41,0.06
E0: Enemy Zero,SAT,Adventure,0.0,0.0,0.41,0.0,0.41,0.41
Tom Clancy's The Division,PC,Shooter,0.22,0.15,0.0,0.04,0.41,0.15
Yu-Gi-Oh! GX: Tag Force 2,PSP,Strategy,0.03,0.19,0.1,0.1,0.41,0.29000000000000004
Nicktoons: Unite!,PS2,Adventure,0.34,0.01,0.0,0.06,0.41,0.01
JumpStart: Escape from Adventure Island,Wii,Adventure,0.38,0.0,0.0,0.03,0.41,0.0
Green Day: Rock Band,PS3,Misc,0.19,0.15,0.0,0.06,0.41,0.15
NASCAR Racing,PS,Racing,0.23,0.16,0.0,0.03,0.41,0.16
FIFA 14,PSV,Sports,0.08,0.23,0.01,0.09,0.41,0.24000000000000002
Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,Wii,Misc,0.0,0.0,0.41,0.0,0.41,0.41
Cars: Race-O-Rama,PSP,Racing,0.29,0.07,0.0,0.06,0.41,0.07
Boku no Natsuyasumi 2: Umi no Bouken Hen,PS2,Adventure,0.0,0.0,0.41,0.0,0.41,0.41
F1 2014,PS3,Racing,0.07,0.26,0.02,0.06,0.41,0.28
Command & Conquer: Red Alert,PS,Strategy,0.23,0.16,0.0,0.03,0.41,0.16
Cars: Mater-National Championship,PS3,Racing,0.37,0.01,0.0,0.03,0.41,0.01
Call of Duty: Black Ops II,WiiU,Shooter,0.2,0.18,0.0,0.03,0.41,0.18
Ogre Battle 64: Person of Lordly Caliber,N64,Role-Playing,0.1,0.02,0.25,0.04,0.41,0.27
Superman: The New Superman Adventures,N64,Action,0.33,0.07,0.0,0.0,0.41,0.07
Dig Dug,NES,Puzzle,0.0,0.0,0.41,0.0,0.41,0.41
BioShock,PC,Shooter,0.01,0.39,0.0,0.02,0.41,0.39
The Terminator: Dawn of Fate,PS2,Action,0.2,0.16,0.0,0.05,0.41,0.16
Rogue Galaxy: Director's Cut,PS2,Role-Playing,0.2,0.16,0.0,0.05,0.41,0.16
Armored Core,PS,Simulation,0.13,0.09,0.16,0.03,0.41,0.25
The Smurfs,DS,Action,0.23,0.14,0.0,0.04,0.41,0.14
Densha De Go! 2,PS,Simulation,0.0,0.0,0.38,0.03,0.41,0.38
Medal of Honor Heroes 2,Wii,Shooter,0.33,0.04,0.01,0.03,0.41,0.05
Top Spin 4,X360,Sports,0.15,0.22,0.0,0.04,0.41,0.22
James Patterson Women's Murder Club: Games of Passion,DS,Adventure,0.15,0.22,0.0,0.05,0.41,0.22
Band Hero,PS2,Misc,0.15,0.06,0.0,0.2,0.41,0.06
Armored Core 2: Another Age,PS2,Simulation,0.11,0.08,0.19,0.03,0.41,0.27
Buzz! Junior: Jungle Party,PS2,Misc,0.2,0.16,0.0,0.05,0.41,0.16
God Eater 2: Rage Burst,PSV,Role-Playing,0.0,0.03,0.37,0.01,0.41,0.4
Mortal Kombat: Deadly Alliance,GC,Fighting,0.31,0.08,0.0,0.01,0.41,0.08
NBA 2K11,PS2,Action,0.34,0.01,0.0,0.06,0.41,0.01
AKB1/48: Idol to Koishitara...,PSP,Misc,0.0,0.0,0.41,0.0,0.41,0.41
Pro Pinball,PS,Misc,0.23,0.15,0.0,0.03,0.41,0.15
NiGHTS: Journey of Dreams,Wii,Platform,0.32,0.02,0.04,0.03,0.41,0.06
'98 Koshien,PS,Sports,0.15,0.1,0.12,0.03,0.41,0.22
Harvest Moon: Grand Bazaar,DS,Simulation,0.21,0.05,0.13,0.02,0.41,0.18
NBA 2K9,PS2,Sports,0.34,0.01,0.0,0.06,0.41,0.01
Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),GBA,Misc,0.0,0.0,0.4,0.01,0.41,0.4
Up,PSP,Action,0.24,0.09,0.0,0.07,0.41,0.09
Hatsune Miku: Project Diva 2nd,PSP,Misc,0.0,0.0,0.41,0.0,0.41,0.41
Marvel: Ultimate Alliance 2,PS2,Role-Playing,0.23,0.02,0.0,0.16,0.41,0.02
Monster Jam: Urban Assault,Wii,Racing,0.38,0.0,0.0,0.03,0.41,0.0
Call of Duty: Advanced Warfare,PC,Shooter,0.15,0.23,0.0,0.03,0.41,0.23
Mario no Super Picross,SNES,Puzzle,0.0,0.0,0.41,0.0,0.41,0.41
UEFA Euro 2008 Austria-Switzerland,PS3,Sports,0.08,0.26,0.0,0.06,0.41,0.26
"Ed, Edd n Eddy: The Mis-Edventures",PS2,Platform,0.34,0.01,0.0,0.06,0.41,0.01
Jikkyou Powerful Pro Yakuu '94,SNES,Sports,0.0,0.0,0.41,0.0,0.41,0.41
Disney's Tarzan Untamed,PS2,Platform,0.2,0.16,0.0,0.05,0.41,0.16
WWE All Stars,PS3,Fighting,0.16,0.18,0.0,0.07,0.41,0.18
Green Day: Rock Band,X360,Misc,0.24,0.13,0.0,0.04,0.41,0.13
Harry Potter and the Deathly Hallows - Part 1,DS,Action,0.19,0.18,0.0,0.04,0.41,0.18
Resistance: Burning Skies,PSV,Shooter,0.18,0.15,0.02,0.06,0.41,0.16999999999999998
Battlefield 2: Modern Combat,X360,Shooter,0.35,0.02,0.01,0.03,0.41,0.03
Rocksmith 2014,XOne,Misc,0.29,0.08,0.0,0.04,0.41,0.08
Knockout Kings 2001,PS,Fighting,0.23,0.15,0.0,0.03,0.41,0.15
From Russia With Love,PS2,Action,0.34,0.01,0.0,0.06,0.41,0.01
Fantastic Pets,X360,Simulation,0.3,0.08,0.0,0.03,0.41,0.08
BlazBlue: Continuum Shift,PS3,Fighting,0.21,0.07,0.09,0.04,0.41,0.16
Duke Nukem Forever,PC,Shooter,0.18,0.17,0.0,0.06,0.41,0.17
Dragon Quest X,WiiU,Role-Playing,0.0,0.0,0.41,0.0,0.41,0.41
Minority Report: Everybody Runs,PS2,Action,0.2,0.15,0.0,0.05,0.41,0.15
Katamari Forever,PS3,Puzzle,0.26,0.04,0.06,0.04,0.4,0.1
Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,PS,Misc,0.23,0.15,0.0,0.03,0.4,0.15
NFL GameDay 2002,PS,Sports,0.23,0.15,0.0,0.03,0.4,0.15
Pengo,2600,Adventure,0.38,0.02,0.0,0.0,0.4,0.02
Spider-Man: Web of Shadows,X360,Action,0.36,0.02,0.0,0.03,0.4,0.02
Naughty Bear,X360,Action,0.21,0.15,0.0,0.04,0.4,0.15
Mouse Trap,2600,Action,0.38,0.02,0.0,0.0,0.4,0.02
Tak and the Power of Juju,GC,Platform,0.31,0.08,0.0,0.01,0.4,0.08
Six Flags Fun Park,Wii,Misc,0.27,0.09,0.0,0.04,0.4,0.09
Just Dance Kids 2,X360,Misc,0.29,0.08,0.0,0.03,0.4,0.08
Beowulf: The Game,X360,Action,0.36,0.01,0.0,0.03,0.4,0.01
NBA Jam,Wii,Sports,0.36,0.02,0.0,0.02,0.4,0.02
Rune Factory 3: A Fantasy Harvest Moon,DS,Role-Playing,0.26,0.03,0.1,0.02,0.4,0.13
Dragon Quest Builders: Revive Alefgard,PS4,Role-Playing,0.04,0.11,0.22,0.03,0.4,0.33
Star Wars The Clone Wars: Republic Heroes,PSP,Action,0.21,0.12,0.0,0.07,0.4,0.12
Tales of Zestiria,PS4,Role-Playing,0.17,0.15,0.02,0.06,0.4,0.16999999999999998
